"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Aruba","ABW","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.703977174586184","","",
"Andorra","AND","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.21428145235149","0.215065475639326","0.238856650790542","0.247146444107365","0.255486136309813","0.305201100585437","0.29909459251522","0.300523613077498","0.349490067952822","0.362196824513503","0.356967784864835","0.340944589943927",
"Angola","AGO","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.362230371953463","0.421695882077509","0.209895105157672","0.249003275894376","0.180926852164644","0.199286301609944","0.262852427183912","0.243389658618002","0.189968792468691","0.17319384862871","0.243925224435074","0.223954176602281","0.271007743582534","0.286621498116047","0.348275710497747","0.41018147118529","0.487856893281148","0.56075382198127","0.672935411726998","0.584780723956201","0.610396934799524","0.727258608354444","0.752707443438381","0.75192001245044",
"Albania","ALB","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.224850535001858","0.167523321743793","0.109918518894094","0.169568894111207","0.247887024022559","0.261680881723049","0.292749099420886","0.233613278908226","0.254691939654128","0.287155305645616","0.280892495977632","0.28478570593744","0.296447105538731","0.349306925664877","0.42397179576484","0.436956099509337","0.424768244803236","0.470840620016527","0.498400112998821","0.438599054365151","0.440324033862858","0.450406402710056","0.433908397931499","0.443553257092962",
"Andean Region","ANR","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.374343680286312","0.365230971577097","0.363539805330154","0.359627583967774","0.351207189816442","0.357473666955256","0.371328985285473","0.361605886873071","0.342366318149681","0.366046016846076","0.398928697174038","0.380831304769909","0.389211032746355","0.39712519238232","0.419390022653144","0.473511118376828","0.514318393648911","0.563846709237993","0.655540571565163","0.551939469855099","0.605040432662825","0.692800192538965","0.718303668579608","",
"Argentina","ARG","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Armenia","ARM","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.263128274712752","0.26433652205662","0.273190023258623","0.276202588249467","0.280905887480221","0.287381473352494","0.289948619722623","0.283254821573049","0.301647510220603","0.28056510527037","0.268323660055393","0.265347755121735","0.258990901195082","0.26301174711805","0.295266974223027","0.344249772185599","0.384392100555776","0.474691993981936","0.551723509218798","0.472921633921292","0.489581289277215","0.502279466971184","0.452133702403592","0.450809531028137",
"American Samoa","ASM","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.569247963727615","0.565876690143176","0.56648521698917","0.565623600330831","0.570564070058416","0.576381755473287","0.580619491328349","0.58326682808107","0.590948698764333","0.588276937177155","0.661348228949713","0.659408416742668","0.654020468184286","0.633468976686942","0.626366228703125","0.633130416015399","0.616300062338534","0.62272873770354","0.637964900315704","0.644305957811174","0.645600925012433","0.641279278639304","0.646340535379996","0.651631156011704",
"Australia","AUS","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.04763564986533","1.05798431912723","1.01823368376529","0.918477449409781","0.900324140435835","0.968128251410751","0.993380536418816","1.02745718735326","0.878796312148138","0.812727158791829","0.823041907931922","0.710669287860899","0.699293561113437","0.787240681421083","0.972444697681036","1.04371958126598","1.05333093366277","1.12025839287116","1.32420179640316","1.06200790684885","1.32659106340171","1.48980197900785","1.57503005532312","1.54920647157462",
