Country,Concept,Unit,Data Source,Status,Scale,2008,2009,2010,2011,2012,2013
Ghana,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,11.285,17.0641666666667,,8.90916666666667,10.05,12.35
Grenada,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.5,6.5,6.5,6.5,6.5,6.5
Grenada,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.93766666666667,6.03223333333333,6.35875833333333,5.68368333333333,5.18705416666667,6.28401666666667
Grenada,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,9.52898492988282,10.9930534805853,10.5750130912526,10.6859790060702,9.72590000699412,9.27020682532407
Grenada,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.22884066009687,3.27337999587143,3.07915291459471,3.11242785468312,2.85812865297234,2.64045982931596
Guatemala,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,13.3916666666667,13.8491666666667,13.3416666666667,13.43,13.4866666666667,13.5975
Guatemala,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,5.07916666666667,5.57666666666667,5.4525,5.24416666666667,5.29333333333333,5.45166666666667
Guinea-Bissau,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.5,3.5,3.5,3.5,3.5,3.5
Guyana,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,14.5825,14.5414083333333,14.5417,14.4514027777778,13.8611111111111,13.5
Guyana,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,2.37354166666667,2.32390833333334,2.26808333333333,1.94096666666667,1.523125,1.13368055555555
Haiti,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,17.8108333333333,17.3291666666667,17.4816666666667,11.61,8.93416666666668,8.7225
Haiti,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,2.14833333333333,1.13166666666667,0.735833333333333,0.281666666666667,0.454166666666667,0.683333333333332
Honduras,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,17.9366666666667,19.445,18.8646641666667,18.5575316666667,18.4506991666667,20.0808666666667
Honduras,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,9.49083333333333,10.8166666666667,9.81368916666668,8.1821625,8.934915,11.6474283333333
Hungary,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,10,6.25,5.75,7,5.75,3
Hungary,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,10.1816677384355,11.0368622157409,7.58692511347841,8.32038166635834,9.00930082913334,6.330408203775
Hungary,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,9.9215909004851,5.82230370426818,4.9176926812,6.1870649079,5.2931750328,2.459441112
Iceland,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,22,14.55,5.5,5.75,7,7
Iceland,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,16.0459166666667,11.15,6.91666666666667,3.94166666666667,4.79583333333333,5.35416666666667
Iceland,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,20.143333,18.9876587233745,10.2570286966844,7.69807247344558,8.3243387717752,8.15166666666667
India,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6,6,6,6,9,8.75
India,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,11.5458333333333,4.49083333333333,6.5125,8.79583333333333,9.3375,8.58333333333333
India,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,13.3125,12.1875,8.33335,10.1666666666667,10.6041666666667,10.2916666666667
Indonesia,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,8.47666666666667,7.1575,6.01117376447664,5.62,4.01166666666667,4.82959952286292
Indonesia,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,13.5983333333333,14.4983333333333,13.2516666666667,12.4033333333333,11.795,11.6575
Indonesia,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,8.4925,9.27833333333333,7.01666666666667,6.93083333333333,5.94666666666667,6.26416666666667
"Iran, Islamic Republic of","Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,12,12,12,11,11,11
"Iran, Islamic Republic of","Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,13.3048512276057,13.14,11.94,11.1615765030269,14.8118430175014,14.7627730560652
Iraq,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,19.495,15.6283333333333,13.3258333333333,13.6066666666667,13.0341666666667,13.1258333333333
Iraq,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,10.54,7.81916666666667,6.0575,5.9125,5.87416666666667,5.74666666666667
Ireland,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,2.99,0.48,0.81,1.143,0.1106,0.2144
Israel,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.73686160643895,0.774404481053353,1.6174602607886,2.91974063714345,2.38225523630778,1.39882911245028
Israel,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.5841883,4.20097751666667,4.96482633333333,5.9691471,5.55151084166667,
Israel,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.29795666666667,1.07415855833333,1.554359325,2.5207887,2.2033164,
Italy,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.66760166666667,1.28416666666667,1.0225,2.72583333333333,2.12,
Italy,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.83731,4.75666666666667,4.03166666666667,4.59916666666667,5.2225,5.14416666666667
Jamaica,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,10.7791666666667,8.78571785714286,5.44315714285714,3.59018095238095,4.69791666666667,5.26154761904762
Jamaica,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,16.8258333333333,16.4320115952232,20.4544535988841,19.5092792933096,17.6282722449123,17.7164575640672
Jamaica,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.55583333333333,6.96610368373913,6.34764218291018,3.86270874110027,3.53271875714063,3.6564973501515
Japan,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,0.3,0.3,0.3,0.3,0.3,0.3
Japan,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,0.461416666666667,0.10525,0.0935,0.07775,0.0825833333333333,0.0751666666666667
Japan,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,1.9095,1.72333333333333,1.59833333333333,1.50091666666667,1.4075,1.30375
Japan,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,0.58875,0.434916666666667,0.500083333333333,0.461583333333333,0.478,0.542166666666667
Jordan,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.25,4.75,4.25,4.5,5,4.5
Jordan,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.93825,3.32733333333333,2.19166666666667,2.5565,3.62158333333333,4.09575
Jordan,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,9.0275,9.24666666666667,9.02416666666667,8.71333333333333,8.78083333333334,9.01
Jordan,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,5.46083333333333,4.94416666666667,3.5275,3.395,3.77166666666667,4.8475
Kenya,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,14.0169393773033,14.8045412422178,14.3715,15.0467599904394,19.7234066533954,17.3134576914047
Kenya,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,5.30213063373777,5.96701675024746,4.55736666666667,5.62856339761252,11.5721446572897,8.64176967105701
"Korea, Republic of","Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,1.75,1.25,1.25,1.5,1.25,1
"Korea, Republic of","Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.78333333333333,1.9825,2.1575,3.09,3.07666666666667,2.58583333333333
"Korea, Republic of","Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.16833333333333,5.64916666666667,5.51166666666666,5.7575,5.39583333333334,4.64333333333333
"Korea, Republic of","Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,5.87083333333333,3.4825,3.85666666666667,4.1525,3.70083333333333,2.89083333333333
"Kosovo, Republic of","Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,13.7853391777085,14.0869,14.3073970552047,13.8628788882954,12.860160374287,11.0697
"Kosovo, Republic of","Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.4207616345927,3.9776,3.37933908533708,3.6189733864696,3.73693267673901,2.3873
Kuwait,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.75,3,2.5,2.5,2,
Kuwait,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,2.79621666666667,1.59511666666666,0.906608333333333,0.937933333333333,0.807766666666667,
Kuwait,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.61299166666667,6.157775,4.91164166666667,5.19309166666667,4.98379166666667,
Kuwait,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.805675,2.83054166666667,2.33673333333333,2.16128333333334,2.0418,
Kyrgyz Republic,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,15.11325,9.07266666666667,3.296,13.0478333333333,8.04783333333333,4.24333333333333
Kyrgyz Republic,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.61758968460367,7.31791666666667,4.54,9.06832472660997,8.13079331450094,7.03333333333333
Kyrgyz Republic,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,19.855900621118,23.03,31.54,40.21,12.75,16.25
Kyrgyz Republic,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.99374618950862,3.87394295702019,4.13386036722454,6.40427167354201,5.2928571313925,4.86592583529723
Lao People's Democratic Republic,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.66666666666667,4.75,4.33333333333333,,,
Lao People's Democratic Republic,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,24,24.775,22.6125,,,
Lao People's Democratic Republic,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.66666666666667,3.25,3,,,
Latvia,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6,4,3.5,3.5,2.5,0.25
Latvia,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.09416666666667,3.9225,0.7275,0.31,0.2375,0.0691666666666667
Latvia,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,11.8525,16.23,9.55833333333332,6.38833333333333,5.5175,5.92333333333333
Latvia,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.33916666666667,8.04333333333333,1.865,0.508333333333333,0.3675,0.128333333333333
Lebanon,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,12,10,10,10,10,10
Lebanon,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,9.96416666666667,9.56833333333334,8.33666666666667,7.5275,7.24916666666667,7.34833333333333
Lebanon,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.70416666666667,7.3175,6.1975,5.88416666666667,5.7725,5.82833333333333
Lesotho,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,14.05,10.66,9.52,9.28,9.37,9.184
Lesotho,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,16.1869444444444,13,11.2225,10.4291666666667,10.1191666666667,9.92
Lesotho,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.64166666666667,4.85,3.68333333333333,2.695,2.85,2.85
Liberia,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,14.3980288602552,14.1866666666667,14.2425,13.7508333333333,13.5183333333333,13.4893929815199
Liberia,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.99583333333333,4.10833333333333,3.54166666666667,3.03333333333333,3.5,3.87170393303303
Libya,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,5,3,3,3,3,3
Libya,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6,6,6,6,6,6
Libya,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,2.5,2.5,2.5,2.5,2.5,2.5
Lithuania,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.95333333333333,0.881666666666667,0.2225,0.748333333333334,0.1425,0.121666666666667
Lithuania,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,8.40916666666667,8.39333333333333,5.98916666666667,,,
Lithuania,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.65,4.81,1.71,,,
"Macedonia, FYR","Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.5,6.5,5,4,3.75,3.5
"Macedonia, FYR","Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,9.68333333333333,10.0733808601181,9.48333333333333,8.8684612553616,8.49512418361093,8.04315628416412
"Macedonia, FYR","Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,5.89166666666667,7.04584683639284,7.06666666666667,5.91111173894168,5.08918527690409,4.41845864899974
Madagascar,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,11.5,9.5,9.5,9.5,,
Madagascar,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,45,45,49,52.5,60,60
Madagascar,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,11.5,11.5,10.5,10.65,10.5,10.75
Malawi,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,15,15,13,13,25,25
Malawi,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,25.2777777777778,25.25,24.625,23.75,32.3298611111111,46.0111742424242
Malawi,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.5,3.5,3.60416666666667,4.11284722222222,11.0761237373737,18.4097222222222
Malaysia,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.47233333333333,2.12216666666667,2.44841666666667,2.88416666666667,2.98833333333333,2.9875
Malaysia,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.08,5.08416666666667,5,4.915,4.78583333333333,4.6125
Malaysia,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.12583333333333,2.08166666666667,2.5025,2.91083333333333,2.98083333333333,2.97
Maldives,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,13,13,16,16,16,12
Maldives,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,13,13,10.37605,10.1972219467061,10.4838045042368,11.141907371532
Maldives,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.5,6.5,4.049425,4.17332354550381,3.73076400533636,3.80652972248036
Mali,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.5,3.5,3.5,3.5,3.5,3.5
Malta,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,5.88833333333333,4.47083333333334,4.6,4.74583333333333,4.7025,
Mauritania,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,12,9,9,9,9,
Mauritania,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,20.3333333333333,19.5,17,17,17,
Mauritania,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,8,8,8,8,5.81,
Mauritius,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.51957993832266,4.63203096821386,3.07174150685891,2.32711018895494,1.82266871214125,1.84638432836924
Mauritius,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,11.5416666666667,9.25,8.875,8.91666666666667,8.66666666666667,8.5
Mauritius,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,10.1083333333333,8.44583333333333,8.35,7.10833333333333,6.23333333333333,6.8125
Mexico,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,8.27583333333333,5.93333333333333,4.91,4.82416666666667,4.78916666666667,4.28166666666667
Mexico,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,8.70576785663225,7.07416666666667,5.28666666666667,4.91583333333333,4.73083333333333,4.24833333333333
Mexico,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.0425,2.01083333333333,1.2125,0.955833333333333,1.08166666666667,1.33166666666667
"Micronesia, Federated States of","Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,14.3783333333333,15.38,15.13,14.35,14.32,14.825
"Micronesia, Federated States of","Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,2.46666666666667,1.28583333333333,0.910833333333333,0.589166666666667,0.415833333333333,0.526666666666667
Moldova,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,16.0058333333333,10.9291666666667,5.57666666666667,8.44166666666667,5.425,6.94583333333333
Moldova,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,21.0641666666667,20.5441666666667,16.36,14.4380437873132,13.4181543444526,12.2941666666667
Moldova,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,17.9341666666667,14.9425,7.66916666666667,7.57286680104379,7.63194796606406,7.22833333333333
Mongolia,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,20.5833333333333,21.6669633454756,20.0687801614724,16.6094364473738,18.1138144349254,18.4820227869524
Mongolia,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,11.3916666666667,13.2821191815202,11.8589785765078,10.474210650715,11.2737826937568,12.0456860948995
Montenegro,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,9.23833333333333,9.35916666666667,9.53,9.68666666666667,9.5625,9.39
Montenegro,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.82231666666667,3.81166666666667,3.699525,3.13214166666667,3.26258333333333,2.91170833333334
Montserrat,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.5,6.5,6.5,6.5,6.5,6.5
Montserrat,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.92166666666667,6.03223333333333,6.35875833333333,5.68368333333333,5.18705416666667,6.22901666666667
Montserrat,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,9.88809360752268,9.04292767724777,8.72624916557113,8.55941149168975,8.16106409051443,7.99886575206122
Montserrat,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,2.51806723065323,2.68829367710617,2.59941095075841,2.4200745667284,2.3685143385697,2.03921793195387
Morocco,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.3175,3.3075,3.25,3.25,3.04166666666667,3
Morocco,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.37183333333333,3.25761666666667,3.28980331541219,3.292,3.1868896953405,3.05719796466974
Morocco,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.91416666666667,3.80916666666667,3.69416666666667,3.75666666666667,3.83416666666667,3.91416666666667
Mozambique,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,9.95,9.95,9.95,9.95,9.95,9.95
Mozambique,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,12.8358333333333,8.66166666666667,10.2406526460458,14.0601138853654,5.79333333333333,3.23845861499798
Mozambique,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,18.31,15.6756666666667,16.2626666666667,19.099605952381,16.8135416666667,15.3287037037037
Mozambique,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,10.9847672018614,9.5229959824395,9.68444213399616,12.9827651515152,11.4324745961984,8.79509633298215
Myanmar,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,12,12,12,12,10,10
Myanmar,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,17,17,17,16.3333333333333,13,13
Myanmar,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,12,12,12,11.3333333333333,8,8
Namibia,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,9.37166666666667,7.74666666666667,,,,
Namibia,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,13.7366666666667,11.1183333333334,9.71999999999999,8.73,8.651875,8.28916666666667
Namibia,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,8.38416666666667,6.24166666666667,4.99666666666667,4.2825,4.20875,3.9775
Nepal,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,1.5,1.5,1.5,1.5,1.5,1
Nepal,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,8,8,8,,,
Nepal,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,2.39583333333333,2.5,3.625,,,
Netherlands,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.60416666666667,1.98333333333333,1.75,2,1.625,
Netherlands,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.37083333333333,2.59751666666667,2.347175,2.60671666666667,2.73704166666667,
Netherlands Antilles,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,8.41208333333333,7.50569444444444,,,,
Netherlands Antilles,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,2.29041666666667,2.16180555555556,,,,
New Zealand,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.55245,2.816875,2.61493333333333,2.497225,2.46273229395403,2.47388426111297
New Zealand,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,8.93853268110941,6.65675979597309,6.25545424755873,6.10883251498722,5.82383752043118,5.53319262672035
New Zealand,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.55144166666667,4.0398,4.5832508089838,4.2720558486975,4.10811230061373,3.82709315011559
Nicaragua,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,13.1693503603881,14.0446746261656,13.3199668556874,10.5378350892065,11.9943081563015,14.9846018898851
Nicaragua,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.57258715229673,6.00800969756185,2.99132829223272,1.84691917709322,0.995837711057706,1.01051054660565
Niger,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.5,3.5,3.5,3.5,3.5,3.5
Nigeria,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,9.75,6,6.25,12,12,12
Nigeria,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,15.4798333333333,18.3616666666667,17.585,16.0166666666667,16.7925,16.7225
Nigeria,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,11.9708333333333,13.2966666666667,6.52083333333333,5.69916666666667,8.4075,7.945
Norway,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.06440085887909,,,,,
Norway,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.27897029180862,4.28,,,,
Norway,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,5.49812321072228,2.28,,,,
Oman,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.5,7.5,7.5,7.5,7.5,7.5
Oman,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,0.292,0.076,0.098,0.108,0.168,0.12
Oman,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.099,7.442,6.835,6.189,5.651,5.409
Oman,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.48,4.141,3.366,2.799,2.624,2.386
Pakistan,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,15,12.5,14,12,9.5,10
Pakistan,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,12.3341666666667,11.9625,11.6940916666667,12.471975,10.4539083333333,8.80624166666667
Pakistan,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.91833333333333,8.68083333333333,8.145,8.22583333333333,7.97916666666667,7.17166666666667
Panama,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,2.573,0.41825,0.28125,0.302291666666667,0.249791666666667,0.812291666666666
Panama,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,8.16337565890172,8.24774008458057,7.735,6.90583333333333,6.91,6.59416666666667
Panama,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.53106436583266,3.48893459661483,3.04333333333333,2.31916666666666,2.14333333333333,2.11625
Papua New Guinea,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7,6.91666666666667,6,6.35416666666667,6.41666666666667,23.5625
Papua New Guinea,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,5.5,7.66666666666667,7,6.97666666666667,7.66666666666667,6.75
Papua New Guinea,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,9.19666666666667,10.0941666666667,10.4458333333334,10.8083333333333,10.815,10.13
